hmid,match_id,entertainment,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
28219,40,netflix,496,24h,"A good friend informed me that Dave Chappelle had 2 stand up comedy acts  just released on Netflix. That was how I ended my evening yesterday, with a huge grin on my face!","A good friend informed me that Dave Chappelle had 2 stand up comedy acts  just released on Netflix. That was how I ended my evening yesterday, with a huge grin on my face!",TRUE,2,NA,enjoy_the_moment,547,friend informed dave chappelle stand comedy act released netflix evening huge grin
28227,47,read,503,24h,Finished reading a crime novel by John Harvey. Didn't think I would read the rest of it last night but got hooked towards the end.,Finished reading a crime novel by John Harvey. Didn't think I would read the rest of it last night but got hooked towards the end.,TRUE,2,NA,leisure,555,finished read crime john harvey didnt read rest night hooked
28227,47,read,503,24h,Finished reading a crime novel by John Harvey. Didn't think I would read the rest of it last night but got hooked towards the end.,Finished reading a crime novel by John Harvey. Didn't think I would read the rest of it last night but got hooked towards the end.,TRUE,2,NA,leisure,555,finished read crime john harvey didnt read rest night hooked
28235,6,book,786,24h,I colored in my adult coloring book while watching Netflix. It was relaxing and enjoyable.,I colored in my adult coloring book while watching Netflix. It was relaxing and enjoyable.,TRUE,2,NA,leisure,563,color adult color book watched netflix relax enjoyed
28235,40,netflix,786,24h,I colored in my adult coloring book while watching Netflix. It was relaxing and enjoyable.,I colored in my adult coloring book while watching Netflix. It was relaxing and enjoyable.,TRUE,2,NA,leisure,563,color adult color book watched netflix relax enjoyed
28240,114,cinema,62,24h,to day i went to cinema with my girlfriend,to day i went to cinema with my girlfriend,TRUE,1,NA,affection,568,day cinema girlfriend
28243,1,movie,60,24h,I got tickets to see my favorite movie playing right now even though it is sold out currently.,I got tickets to see my favorite movie playing right now even though it is sold out currently.,TRUE,1,NA,leisure,571,tickets favorite movie played sold
28246,4,television,11620,24h,I watched Bates Motel; my favorite television show.,I watched Bates Motel; my favorite television show.,TRUE,1,NA,leisure,574,watched bates motel favorite television
28248,61,song,728,24h,Walking the first morning light with the dog when the sun was just creeping behind the rushes and the birds were in full song.,Walking the first morning light with the dog when the sun was just creeping behind the rushes and the birds were in full song.,TRUE,1,NA,nature,576,walk morning light dog sun creep rush birds song
28249,31,episode,1115,24h,Watching a new episode of a favorite television show.,Watching a new episode of a favorite television show.,TRUE,1,NA,leisure,577,watched episode favorite television
28249,4,television,1115,24h,Watching a new episode of a favorite television show.,Watching a new episode of a favorite television show.,TRUE,1,NA,leisure,577,watched episode favorite television
28258,2,tv,1232,24h,after 2 month i bought new tcl 32 inch led tv its looks cool and i reaily loved it,after 2 month i bought new tcl 32 inch led tv its looks cool and i really loved it,FALSE,1,NA,achievement,586,bought tcl inch led tv cool love
28266,1,movie,2030,24h,My husband cuddled me while we watched a movie together.,My husband cuddled me while we watched a movie together.,TRUE,1,NA,affection,594,husband cuddled watched movie
28290,6,book,44,24h,I found and ordered a book online that I will like a lot.,I found and ordered a book online that I will like a lot.,TRUE,1,NA,enjoy_the_moment,618,found book online
28318,1,movie,2352,24h,"I got really excited periodically, as I was thinking about this upcoming weekend. I have plans with my husband. We are going to go on a weekend trip filled with new foods, shopping, and watching the new movie that is coming out (Ghost in the Shell).","I got really excited periodically, as I was thinking about this upcoming weekend. I have plans with my husband. We are going to go on a weekend trip filled with new foods, shopping, and watching the new movie that is coming out (Ghost in the Shell).",TRUE,3,NA,affection,646,excited period thinking upcoming weekend planned husband weekend trip filled food shopping watched movie coming ghost shell
28324,47,read,8832,24h,My cat sat on my lap and purred while I read a book.,My cat sat on my lap and purred while I read a book.,TRUE,1,NA,affection,652,cat sat lap purring read book
28324,6,book,8832,24h,My cat sat on my lap and purred while I read a book.,My cat sat on my lap and purred while I read a book.,TRUE,1,NA,affection,652,cat sat lap purring read book
28336,47,read,12715,24h,"I was finally able to take the necessary steps to start learning Japanese and I finally read my first sentence, it felt really great inside.","I was finally able to take the necessary steps to start learning Japanese and I finally read my first sentence, it felt really great inside.",TRUE,1,achievement,achievement,664,finally step started learned japanese finally read sentence inside
28356,2,tv,1017,24h,I had the day off from work and I was able to binge watch a TV show with no interruptions.,I had the day off from work and I was able to binge watch a TV show with no interruptions.,TRUE,1,NA,leisure,684,day binge watched tv interruptions
28386,38,youtube,3988,24h,I felt really happy at work yesterday. It's a very relaxed worth place and at my lunch break i went outside and sat on the padio with a cold beer my vape pen and watched some youtube on my phone basking in the sun for about 15 minutes. It was great i felt rejuvinated and i was in a good mood from it i felt very happy.,I felt really happy at work yesterday. It's a very relaxed worth place and at my lunch break i went outside and sat on the padio with a cold beer my vape pen and watched some youtube on my phone basking in the sun for about 15 minutes. It was great i felt rejuvenated and i was in a good mood from it i felt very happy.,FALSE,3,NA,enjoy_the_moment,714,relax worth lunch break sat padio cold beer vape pen watched youtube phone basking sun minutes rejuvenating mood
